,Unnamed: 0,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
1230,1230,801230,综合,2015/1/22 0:00:00,2447.23,2495.46,2444.91,2495.46,6.36,68.82,1.96,2.5118,54.05,3.92,11.94,0.99,2623.95,49.51,0.26
1229,1229,801230,综合,2015/1/23 0:00:00,2496.85,2505.58,2473.48,2483.38,6.21,66.36,-0.48,2.4532,53.79,3.9,11.94,0.95,2614.43,49.33,0.26
1228,1228,801230,综合,2015/1/26 0:00:00,2490.26,2555.63,2486.48,2555.63,7.25,77.72,2.91,2.8653,55.36,4.01,12.27,1.24,2693.7,50.82,0.25
1227,1227,801230,综合,2015/1/27 0:00:00,2562.39,2571.15,2525.13,2558.09,7.58,83.39,0.1,2.9942,55.41,4.01,12.28,1.17,2692.61,50.8,0.25
1226,1226,801230,综合,2015/1/28 0:00:00,2552.4,2572.04,2529.95,2534.99,6.67,73.56,-0.9,2.6352,54.91,3.98,12.18,1.24,2667.35,50.33,0.25
1225,1225,801230,综合,2015/1/29 0:00:00,2511.81,2537.34,2507.14,2523.65,5.57,61.83,-0.45,2.199,54.66,3.9,12.14,1.2,2651.15,50.02,0.25
1224,1224,801230,综合,2015/1/30 0:00:00,2526.07,2536.75,2485.52,2485.68,5.08,54.57,-1.5,2.0073,53.84,3.84,12.02,1.1,2612.58,49.29,0.26
1223,1223,801230,综合,2015/2/2 0:00:00,2465.11,2495.53,2455.74,2477.56,4.57,49.56,-0.33,1.8071,53.67,3.83,11.97,1.09,2609.61,49.24,0.26
1222,1222,801230,综合,2015/2/3 0:00:00,2489.1,2519.41,2488.13,2518.72,4.34,49.67,1.66,1.7137,54.57,3.9,12.12,0.98,2652.62,50.05,0.26
1221,1221,801230,综合,2015/2/4 0:00:00,2521.67,2531.83,2516.01,2518.85,5.19,60.11,0.01,2.0513,54.57,3.9,12.1,1.15,2653.92,50.07,0.26
1220,1220,801230,综合,2015/2/5 0:00:00,2542.71,2545.7,2513.28,2513.28,5.49,63.78,-0.22,2.1683,54.45,3.89,12.07,1.03,2650.16,50.0,0.26
1219,1219,801230,综合,2015/2/6 0:00:00,2503.66,2511.32,2460.38,2475.39,4.54,51.5,-1.51,1.7954,53.63,3.83,11.86,1.05,2610.63,49.26,0.26
1218,1218,801230,综合,2015/2/9 0:00:00,2471.26,2483.35,2438.79,2440.79,4.07,48.04,-1.4,1.6093,52.88,3.78,11.75,1.13,2571.54,48.52,0.26
1217,1217,801230,综合,2015/2/10 0:00:00,2439.08,2473.1,2439.08,2473.1,3.19,37.13,1.32,1.26,55.42,3.83,11.77,0.95,2608.83,49.22,0.26
1216,1216,801230,综合,2015/2/11 0:00:00,2472.45,2489.93,2469.79,2476.99,3.69,44.24,0.16,1.4593,55.54,3.83,11.87,1.09,2613.23,49.31,0.26
1215,1215,801230,综合,2015/2/12 0:00:00,2484.54,2517.05,2480.11,2503.93,4.08,47.57,1.09,1.6112,56.14,3.88,12.02,1.1,2641.79,49.85,0.26
1214,1214,801230,综合,2015/2/13 0:00:00,2511.27,2548.76,2510.78,2539.15,4.63,54.36,1.41,1.8307,56.93,3.93,12.18,0.98,2676.52,50.5,0.25
1213,1213,801230,综合,2015/2/16 0:00:00,2545.45,2614.17,2545.45,2614.17,5.98,74.49,2.95,2.3639,58.61,4.05,12.4,1.4,2754.43,51.97,0.25
1212,1212,801230,综合,2015/2/17 0:00:00,2626.47,2636.87,2611.91,2635.08,6.8,83.67,0.8,2.6852,59.08,4.08,12.52,1.66,2775.74,52.37,0.24
1211,1211,801230,综合,2015/2/25 0:00:00,2639.25,2667.29,2633.99,2645.59,6.48,78.41,0.4,,59.32,4.09,12.56,1.54,,,0.24
1210,1210,801230,综合,2015/2/26 0:00:00,2640.74,2665.09,2638.84,2665.09,5.8,66.78,0.74,2.2929,59.75,4.12,12.65,1.14,2807.97,52.98,0.24
1209,1209,801230,综合,2015/2/27 0:00:00,2666.4,2699.11,2665.0,2691.61,6.91,81.36,1.0,2.7319,60.35,4.13,12.77,1.33,2834.52,53.48,0.24
1208,1208,801230,综合,2015/3/2 0:00:00,2716.6,2742.08,2714.3,2742.08,9.05,106.85,1.88,3.5746,61.48,4.21,12.99,1.36,2890.51,54.54,0.23
1207,1207,801230,综合,2015/3/3 0:00:00,2737.77,2766.99,2726.61,2730.43,9.9,120.0,-0.43,3.912,61.22,4.19,12.93,1.44,2880.48,54.35,0.24
1206,1206,801230,综合,2015/3/4 0:00:00,2724.99,2763.04,2724.76,2761.75,7.42,88.9,1.15,2.9303,62.8,4.2,13.05,1.3,2910.06,54.91,0.23
1205,1205,801230,综合,2015/3/5 0:00:00,2766.05,2785.31,2763.89,2782.27,8.55,104.17,0.74,3.3792,63.27,4.23,13.2,1.43,2929.6,55.28,0.23
1204,1204,801230,综合,2015/3/6 0:00:00,2782.65,2790.46,2741.82,2745.77,7.37,88.98,-1.31,2.9125,,,,,2891.92,54.56,
1203,1203,801230,综合,2015/3/9 0:00:00,2733.5,2792.39,2720.32,2792.39,7.47,89.5,1.7,2.9529,63.49,4.25,13.26,1.39,2946.23,55.59,0.23
1202,1202,801230,综合,2015/3/10 0:00:00,2786.15,2846.0,2784.67,2833.08,9.64,111.34,1.46,3.8087,63.77,4.33,13.45,1.73,2982.11,56.27,0.23
1201,1201,801230,综合,2015/3/11 0:00:00,2824.39,2839.18,2821.7,2838.75,8.65,101.34,0.2,3.4166,63.9,4.34,13.54,1.6,2990.74,56.43,0.23
1200,1200,801230,综合,2015/3/12 0:00:00,2838.77,2852.14,2815.02,2829.93,7.92,95.2,-0.31,3.1279,63.7,4.33,13.52,1.32,2976.76,56.17,0.23
1199,1199,801230,综合,2015/3/13 0:00:00,2838.08,2859.27,2832.57,2859.03,6.29,76.7,1.03,2.484,64.69,4.38,13.67,1.16,3005.9,56.72,0.22
1198,1198,801230,综合,2015/3/16 0:00:00,2878.14,2944.43,2878.14,2941.81,10.93,131.58,2.9,4.3169,66.57,4.51,14.01,1.47,3094.25,58.38,0.22
1197,1197,801230,综合,2015/3/17 0:00:00,2951.26,2988.32,2937.34,2986.91,12.37,151.48,1.53,4.8896,67.69,4.58,14.12,1.38,3142.32,59.29,0.21
1196,1196,801230,综合,2015/3/18 0:00:00,2976.2,3017.28,2968.73,3017.01,10.69,129.84,1.01,4.2253,68.41,4.63,14.28,1.18,3173.4,59.88,0.21
1195,1195,801230,综合,2015/3/19 0:00:00,3019.54,3053.67,3001.07,3047.11,10.67,134.31,1.0,4.2155,69.09,4.67,14.4,1.24,3205.06,60.47,0.21
1194,1194,801230,综合,2015/3/20 0:00:00,3045.36,3076.1,3044.32,3076.1,9.64,123.45,0.95,3.8076,68.92,4.7,14.57,1.08,3240.8,61.15,0.21
1193,1193,801230,综合,2015/3/23 0:00:00,3086.55,3111.78,3085.79,3111.3,10.81,141.3,1.14,4.2708,69.26,4.71,14.71,1.17,3279.54,61.88,0.21
1192,1192,801230,综合,2015/3/24 0:00:00,3116.16,3117.21,3002.79,3108.57,13.02,166.93,-0.09,5.1467,69.5,4.79,14.68,1.18,3283.36,61.95,0.21
1191,1191,801230,综合,2015/3/25 0:00:00,3098.26,3144.86,3080.52,3125.65,10.77,138.54,0.55,4.2571,69.88,4.81,14.82,1.12,3301.08,62.28,0.21
1190,1190,801230,综合,2015/3/26 0:00:00,3113.96,3146.05,3073.04,3101.51,9.8,129.14,-0.77,3.8738,69.34,4.77,14.66,1.1,3277.56,61.84,0.21
1189,1189,801230,综合,2015/3/27 0:00:00,3097.68,3152.31,3097.68,3152.02,7.7,101.84,1.63,3.0442,70.47,4.85,14.83,1.09,3332.95,62.89,0.2
1188,1188,801230,综合,2015/3/30 0:00:00,3160.11,3190.46,3151.92,3182.2,9.69,125.41,0.96,3.83,70.87,4.88,14.93,1.05,3366.83,63.53,0.2
1187,1187,801230,综合,2015/3/31 0:00:00,3187.3,3199.53,3156.57,3164.39,9.75,130.85,-0.56,3.8518,71.22,4.84,14.9,1.03,3348.02,63.17,0.2
1186,1186,801230,综合,2015/4/1 0:00:00,3167.94,3242.7,3167.94,3237.07,9.42,131.44,2.3,3.7205,72.86,4.95,15.23,1.19,3421.42,64.56,0.2
1185,1185,801230,综合,2015/4/2 0:00:00,3251.13,3320.9,3251.13,3320.9,12.48,168.89,2.59,4.9327,74.75,5.08,15.57,1.39,3507.86,66.19,0.19
1184,1184,801230,综合,2015/4/3 0:00:00,3306.68,3408.14,3292.97,3402.78,14.54,206.81,2.47,5.7448,76.59,5.2,15.93,1.67,3590.22,67.74,0.19
1183,1183,801230,综合,2015/4/7 0:00:00,3422.8,3459.43,3414.58,3453.8,13.49,194.29,1.5,5.332000000000001,77.74,5.28,16.22,1.4,3643.8,68.75,0.19
1182,1182,801230,综合,2015/4/8 0:00:00,3454.28,3474.21,3362.84,3415.96,13.2,187.56,-1.1,5.216,76.75,5.22,16.06,1.23,3602.48,67.97,0.19
1181,1181,801230,综合,2015/4/9 0:00:00,3433.99,3434.88,3302.41,3414.75,12.53,182.44,-0.04,4.9405,76.82,5.22,16.05,1.25,3602.66,67.97,0.19
1180,1180,801230,综合,2015/4/10 0:00:00,3408.61,3520.41,3400.84,3512.75,11.45,173.4,2.87,4.5174,78.86,5.36,16.42,1.41,3706.14,69.93,0.18
1179,1179,801230,综合,2015/4/13 0:00:00,3534.46,3613.92,3527.86,3600.39,12.66,194.37,2.49,4.9927,76.53,5.46,16.79,1.37,3806.18,71.81,0.18
1178,1178,801230,综合,2015/4/14 0:00:00,3588.9,3652.11,3565.19,3593.02,11.84,181.13,-0.2,4.6696,78.13,5.44,16.69,1.27,3793.22,71.57,0.18
1177,1177,801230,综合,2015/4/15 0:00:00,3581.45,3583.47,3446.79,3461.35,10.76,159.65,-3.66,4.2446,75.27,5.25,16.27,1.2,3653.31,68.93,0.18
1176,1176,801230,综合,2015/4/16 0:00:00,3416.84,3522.61,3380.32,3498.17,8.66,127.66,1.06,3.4038,76.04,5.31,16.52,1.07,3716.54,70.12,0.18
1175,1175,801230,综合,2015/4/17 0:00:00,3514.81,3544.76,3492.75,3518.87,10.32,158.22,0.59,4.0565,76.48,5.34,16.68,1.05,3742.11,70.61,0.18
1174,1174,801230,综合,2015/4/20 0:00:00,3501.23,3515.17,3406.58,3413.28,10.99,165.32,-3.0,4.3223,74.02,5.18,16.24,0.93,3629.09,68.47,0.19
1173,1173,801230,综合,2015/4/21 0:00:00,3423.54,3514.08,3423.54,3514.08,7.59,110.48,2.95,2.9846,76.24,5.33,16.68,0.78,3732.47,70.42,0.18
1172,1172,801230,综合,2015/4/22 0:00:00,3534.7,3613.64,3534.7,3613.58,10.6,159.04,2.83,4.1666,78.4,5.48,17.13,0.98,3836.04,72.38,0.17
1171,1171,801230,综合,2015/4/23 0:00:00,3625.0,3692.2,3606.63,3685.18,12.89,194.74,1.98,5.0693,80.51,5.59,17.22,1.18,3907.01,73.72,0.17
1170,1170,801230,综合,2015/4/24 0:00:00,3640.68,3696.01,3618.52,3690.64,11.85,176.87,0.15,4.6571,80.63,5.58,17.24,1.14,3911.92,73.81,0.17
1169,1169,801230,综合,2015/4/27 0:00:00,3730.13,3748.74,3660.94,3700.43,11.98,187.52,0.27,4.7089,81.05,5.54,17.33,1.17,3923.2,74.02,0.17
1168,1168,801230,综合,2015/4/28 0:00:00,3698.59,3700.79,3553.31,3590.87,9.76,151.58,-2.96,3.8369,79.61,5.33,16.81,0.91,3801.7,71.73,0.18
1167,1167,801230,综合,2015/4/29 0:00:00,3573.76,3666.45,3565.52,3654.05,7.5,117.24,1.76,2.9482,79.89,5.4,17.11,0.92,3865.41,72.93,0.17
1166,1166,801230,综合,2015/4/30 0:00:00,3657.14,3703.73,3655.27,3679.68,10.13,157.96,0.7,3.9826,85.61,5.26,17.24,1.2,3892.24,73.44,0.17
1165,1165,801230,综合,2015/5/4 0:00:00,3685.39,3695.58,3628.74,3695.3,7.41,116.78,0.42,2.9134,81.96,5.29,17.38,0.96,3913.22,73.83,0.17
1164,1164,801230,综合,2015/5/5 0:00:00,3698.17,3703.63,3564.96,3585.44,8.38,126.95,-2.97,3.293,79.52,5.13,16.99,0.95,3800.8,71.71,0.18
1163,1163,801230,综合,2015/5/6 0:00:00,3613.73,3691.09,3567.07,3591.28,8.18,129.58,0.16,3.2175,79.65,5.14,17.09,1.05,3802.64,71.75,0.18
1162,1162,801230,综合,2015/5/7 0:00:00,3572.7,3585.36,3448.89,3452.17,8.28,130.9,-3.87,3.2549,76.57,4.94,16.72,1.36,3651.66,68.9,0.18
1161,1161,801230,综合,2015/5/8 0:00:00,3480.17,3579.6,3474.81,3579.6,8.48,137.75,3.69,3.3335,79.4,5.12,17.38,1.29,3785.86,71.43,0.18
1160,1160,801230,综合,2015/5/11 0:00:00,3620.04,3756.36,3613.0,3750.53,9.62,156.96,4.78,3.7812,83.19,5.37,18.18,1.14,3963.36,74.78,0.17
1159,1159,801230,综合,2015/5/12 0:00:00,3780.01,3819.7,3761.62,3810.07,11.48,189.85,1.59,4.5154,84.51,5.46,18.69,1.26,4026.22,75.97,0.17
1158,1158,801230,综合,2015/5/13 0:00:00,3821.45,3904.49,3793.29,3871.95,11.17,194.69,1.62,4.3899,85.88,5.54,19.09,1.29,4091.18,77.19,0.17
1157,1157,801230,综合,2015/5/14 0:00:00,3874.99,3903.68,3843.2,3875.14,8.59,151.29,0.08,3.3760000000000003,85.95,5.55,19.28,1.11,4090.41,77.18,0.15
1156,1156,801230,综合,2015/5/15 0:00:00,3890.32,3914.63,3821.6,3889.53,10.47,178.25,0.37,4.1152,86.27,5.57,19.46,1.37,4109.13,77.53,0.15
1155,1155,801230,综合,2015/5/18 0:00:00,3879.88,3966.13,3872.16,3954.81,10.63,188.64,1.68,4.1788,87.72,5.58,19.76,1.54,4176.83,78.81,0.15
1154,1154,801230,综合,2015/5/19 0:00:00,3967.82,4048.46,3959.25,4048.46,9.47,163.85,2.37,3.7237,89.8,5.71,20.11,1.18,4268.54,80.54,0.15
1153,1153,801230,综合,2015/5/20 0:00:00,4096.16,4221.88,4096.16,4172.4,11.85,215.18,3.06,4.6592,92.55,5.89,20.71,1.33,4398.78,83.0,0.14
1152,1152,801230,综合,2015/5/21 0:00:00,4194.3,4313.94,4193.68,4313.28,11.41,212.61,3.38,4.5876,95.75,6.14,21.57,1.4,4453.46,85.64,0.14
1151,1151,801230,综合,2015/5/22 0:00:00,4366.55,4428.08,4306.57,4418.56,13.42,250.93,2.44,5.2771,98.03,6.29,21.73,1.28,4649.68,87.73,0.13
1150,1150,801230,综合,2015/5/25 0:00:00,4434.2,4597.04,4414.83,4580.35,13.01,247.62,3.66,5.1139,101.62,6.52,22.4,1.25,4810.98,90.77,0.13
1149,1149,801230,综合,2015/5/26 0:00:00,4634.94,4725.72,4608.09,4710.9,13.26,270.87,2.85,5.2136,104.52,6.71,23.12,1.28,4941.92,93.24,0.12
1148,1148,801230,综合,2015/5/27 0:00:00,4752.61,4820.76,4652.61,4799.03,13.05,271.31,1.87,5.1282,106.47,6.84,23.56,1.29,5025.32,94.82,0.12
1147,1147,801230,综合,2015/5/28 0:00:00,4818.08,4889.06,4537.24,4546.97,14.36,289.53,-5.25,,100.88,6.47,22.55,1.23,,,0.13
1146,1146,801230,综合,2015/5/29 0:00:00,4544.86,4681.08,4331.02,4593.75,13.71,254.62,1.03,5.3879,101.92,6.54,22.65,1.37,4811.32,90.78,
1145,1145,801230,综合,2015/6/1 0:00:00,4627.52,4798.93,4627.52,4798.36,10.68,213.84,4.45,4.1981,106.58,6.83,23.56,1.21,5012.89,94.58,0.12
1144,1144,801230,综合,2015/6/2 0:00:00,4854.74,5009.81,4828.15,5009.81,12.48,254.16,4.41,4.9045,111.28,7.13,24.44,1.32,5222.6,98.54,0.11
1143,1143,801230,综合,2015/6/3 0:00:00,5071.76,5090.99,4920.75,5027.58,11.54,246.0,0.35,4.5383,111.73,7.15,24.59,1.25,5236.21,98.8,0.11
1142,1142,801230,综合,2015/6/4 0:00:00,5035.62,5083.08,4753.45,5072.9,12.33,263.32,0.9,4.8474,112.74,7.21,25.06,1.33,5276.44,99.56,0.11
1141,1141,801230,综合,2015/6/5 0:00:00,5144.53,5202.32,5047.37,5169.66,13.46,293.16,1.91,5.2893,114.89,7.35,25.52,1.3,5373.89,101.39,0.11
1140,1140,801230,综合,2015/6/8 0:00:00,5177.62,5179.41,5068.63,5133.89,12.71,269.3,-0.69,4.9969,113.84,7.3,25.07,1.19,5346.3,100.87,0.11
1139,1139,801230,综合,2015/6/9 0:00:00,5109.41,5151.47,5058.16,5145.58,11.79,266.62,0.23,4.6354,114.0,7.32,24.97,1.38,5361.27,101.16,0.12
1138,1138,801230,综合,2015/6/10 0:00:00,5104.33,5292.1,5058.72,5249.46,11.51,264.82,2.02,4.5239,116.3,7.47,25.45,1.46,5458.53,102.99,0.12
1137,1137,801230,综合,2015/6/11 0:00:00,5242.21,5377.73,5242.21,5377.73,12.93,289.89,2.44,5.0846,119.15,7.66,26.08,1.62,5592.39,105.52,0.12
1136,1136,801230,综合,2015/6/12 0:00:00,5420.1,5478.62,5375.21,5442.11,13.16,300.42,1.2,5.1685,120.55,7.75,26.47,1.53,5654.87,106.7,0.12
1135,1135,801230,综合,2015/6/15 0:00:00,5457.58,5487.54,5341.73,5344.14,12.25,279.52,-1.8,4.8108,118.38,7.61,26.02,1.4,5557.83,104.86,0.12
1134,1134,801230,综合,2015/6/16 0:00:00,5269.96,5271.77,5106.23,5157.72,10.08,222.37,-3.49,3.9606,114.25,7.35,25.07,1.31,5367.04,101.26,0.13
1133,1133,801230,综合,2015/6/17 0:00:00,5153.05,5246.49,4992.46,5230.91,8.7,185.88,1.42,3.4154,115.87,7.46,25.48,1.21,5447.71,102.79,0.13
1132,1132,801230,综合,2015/6/18 0:00:00,5228.16,5280.86,5076.49,5078.41,8.45,186.32,-2.92,3.3206,112.49,7.24,24.71,1.28,5296.46,99.93,0.14
1131,1131,801230,综合,2015/6/19 0:00:00,4971.84,5007.27,4711.1,4715.4,7.91,163.3,-7.15,3.1069999999999998,104.45,6.72,23.03,1.27,4929.07,93.0,0.15
1130,1130,801230,综合,2015/6/23 0:00:00,4692.85,4734.25,4421.37,4662.0,8.03,156.41,-1.13,3.1532,103.27,6.65,22.75,1.21,4882.29,92.12,0.12
1129,1129,801230,综合,2015/6/24 0:00:00,4724.45,4789.93,4636.85,4768.78,8.25,164.57,2.29,3.2399,105.64,6.81,23.4,1.11,4998.9,94.32,0.12
1128,1128,801230,综合,2015/6/25 0:00:00,4807.2,4833.64,4602.16,4650.45,8.65,184.88,-2.48,3.3981,103.01,6.64,23.07,1.19,4889.25,92.25,0.12
1127,1127,801230,综合,2015/6/26 0:00:00,4529.43,4529.43,4280.94,4316.09,8.6,168.62,-7.19,3.3785,95.61,6.16,21.49,1.26,4541.07,85.68,0.14
1126,1126,801230,综合,2015/6/29 0:00:00,4377.59,4383.04,4032.1,4082.16,9.56,164.4,-5.42,3.7547,90.43,5.83,20.29,1.08,4299.57,81.12,0.14
1125,1125,801230,综合,2015/6/30 0:00:00,3985.93,4244.84,3813.72,4229.65,11.15,183.02,3.61,4.3788,93.69,6.04,20.96,1.11,4454.85,84.05,0.14
1124,1124,801230,综合,2015/7/1 0:00:00,4181.85,4277.24,3978.52,3992.05,9.77,171.31,-5.62,3.7601,92.37,5.6,20.9,1.14,4258.4,86.91,0.13
1123,1123,801230,综合,2015/7/2 0:00:00,3951.9,3977.51,3733.36,3737.96,8.6,122.3,-6.37,3.3122,86.49,5.24,19.61,0.96,3992.51,81.48,0.14
1122,1122,801230,综合,2015/7/3 0:00:00,3594.11,3717.36,3506.5,3526.51,9.01,118.27,-5.66,3.4683,81.6,4.95,18.58,1.03,3775.04,77.04,0.16
1121,1121,801230,综合,2015/7/6 0:00:00,3688.28,3688.28,3344.95,3391.2,10.78,132.47,-3.84,4.1512,78.47,4.76,17.77,0.86,3639.73,74.28,0.16
1120,1120,801230,综合,2015/7/7 0:00:00,3286.91,3290.18,3232.55,3235.07,4.84,51.03,-4.6,1.8632,74.92,4.54,16.89,0.47,3476.89,70.96,0.17
1119,1119,801230,综合,2015/7/8 0:00:00,3145.12,3175.17,3144.96,3147.7,6.32,45.09,-2.7,2.4312,72.9,4.44,16.39,0.41,3385.67,69.1,0.25
1118,1118,801230,综合,2015/7/9 0:00:00,3094.07,3216.89,3093.42,3216.53,6.56,68.75,2.19,2.5242,74.49,4.54,16.85,0.72,3457.81,70.57,0.24
1117,1117,801230,综合,2015/7/10 0:00:00,3237.24,3298.91,3232.26,3295.67,5.42,70.39,2.46,2.0871,76.32,4.65,17.29,0.76,3540.42,72.25,0.22
1116,1116,801230,综合,2015/7/13 0:00:00,3393.27,3440.21,3383.09,3433.86,7.02,87.8,4.19,2.7030000000000003,79.52,4.84,17.86,0.75,3681.5,75.13,0.19
1115,1115,801230,综合,2015/7/14 0:00:00,3513.79,3575.31,3485.08,3511.82,9.82,122.96,2.27,3.7793,81.33,4.95,18.23,0.93,3764.22,76.82,0.19
1114,1114,801230,综合,2015/7/16 0:00:00,3309.45,3485.34,3267.29,3435.13,10.56,131.17,0.83,4.063,79.55,4.85,17.86,1.22,3693.11,75.37,0.19
1113,1113,801230,综合,2015/7/17 0:00:00,3444.98,3586.42,3443.27,3565.69,9.51,122.28,3.8,3.6622,82.53,5.03,18.67,1.11,3832.97,78.22,0.19
1112,1112,801230,综合,2015/7/20 0:00:00,3577.12,3655.15,3547.19,3611.66,10.64,145.47,1.29,4.0958,83.59,5.09,18.99,1.1,3878.61,79.16,0.18
1111,1111,801230,综合,2015/7/21 0:00:00,3590.92,3696.72,3554.91,3686.61,8.81,122.34,2.08,3.3925,85.33,5.21,19.42,1.01,3953.48,80.68,0.2
1110,1110,801230,综合,2015/7/22 0:00:00,3717.31,3760.23,3661.97,3743.03,10.83,161.7,1.53,4.1682,86.63,5.28,19.68,1.26,4010.52,81.85,0.2
1109,1109,801230,综合,2015/7/23 0:00:00,3746.86,3841.85,3746.86,3841.85,10.54,159.04,2.64,4.0566,88.51,5.4,20.18,1.14,4094.4,83.56,0.21
1108,1108,801230,综合,2015/7/24 0:00:00,3841.18,3876.4,3766.6,3787.59,11.84,188.09,-1.41,4.5383,87.62,5.35,20.06,1.19,4056.29,82.78,0.22
1107,1107,801230,综合,2015/7/27 0:00:00,3710.24,3782.15,3558.93,3560.65,9.63,153.43,-5.99,3.6916,82.37,5.03,18.76,1.11,3818.08,77.92,0.25
1106,1106,801230,综合,2015/7/28 0:00:00,3399.22,3534.16,3343.65,3416.41,10.23,137.47,-4.05,3.9234,79.03,4.82,17.9,1.06,3676.25,75.03,0.26
1105,1105,801230,综合,2015/7/29 0:00:00,3449.75,3525.77,3323.63,3524.53,7.98,110.31,3.16,3.0589999999999997,81.54,4.98,18.41,1.02,3794.23,77.43,0.25
1104,1104,801230,综合,2015/7/30 0:00:00,3493.37,3559.2,3430.03,3443.44,7.61,113.42,-2.3,2.9192,79.66,4.86,17.98,0.98,3715.79,75.83,0.25
1103,1103,801230,综合,2015/7/31 0:00:00,3386.07,3442.63,3344.94,3379.22,6.15,86.01,-1.86,2.3576,78.17,4.77,17.48,0.98,3656.52,74.62,0.26
1102,1102,801230,综合,2015/8/3 0:00:00,3334.52,3352.38,3244.73,3285.18,6.59,91.75,-2.78,2.5276,76.04,4.65,16.79,1.08,3563.35,72.72,0.26
1101,1101,801230,综合,2015/8/4 0:00:00,3287.15,3419.85,3285.12,3419.27,7.07,97.19,4.08,2.7085,79.14,4.84,17.59,1.07,3699.91,75.51,0.25
1100,1100,801230,综合,2015/8/5 0:00:00,3423.05,3465.41,3375.27,3400.66,7.13,104.4,-0.54,2.7338,78.71,4.81,17.45,1.09,3677.73,75.06,0.25
1099,1099,801230,综合,2015/8/6 0:00:00,3340.52,3437.02,3334.4,3422.62,6.75,101.17,0.65,2.5879,79.22,4.85,17.6,1.43,3701.39,75.54,0.26
1098,1098,801230,综合,2015/8/7 0:00:00,3455.84,3521.26,3446.72,3520.15,8.1,127.6,2.85,3.1045,81.48,4.95,18.26,1.43,3801.43,77.58,0.25
1097,1097,801230,综合,2015/8/10 0:00:00,3552.11,3664.97,3520.15,3649.07,9.3,148.81,3.66,3.5632,84.47,5.14,19.1,1.21,3937.95,80.37,0.25
1096,1096,801230,综合,2015/8/11 0:00:00,3657.77,3725.86,3649.01,3691.28,9.88,154.08,1.16,3.7855,85.4,5.2,19.42,1.15,3980.98,81.24,0.24
1095,1095,801230,综合,2015/8/12 0:00:00,3670.28,3718.64,3660.1,3688.31,9.27,145.25,-0.08,3.5549,85.32,5.19,19.39,1.32,3979.66,81.22,0.24
1094,1094,801230,综合,2015/8/13 0:00:00,3664.39,3778.45,3664.39,3778.45,9.41,148.22,2.44,3.6074,87.41,5.32,20.0,1.38,4073.69,83.14,0.2
1093,1093,801230,综合,2015/8/14 0:00:00,3826.85,3851.8,3796.84,3823.25,10.47,180.01,1.19,4.0152,88.44,5.35,20.25,1.48,4118.74,84.06,0.2
1092,1092,801230,综合,2015/8/17 0:00:00,3817.39,3892.15,3794.34,3892.15,9.63,161.98,1.8,3.6921,90.03,5.44,20.51,1.37,4190.73,85.53,0.19
1091,1091,801230,综合,2015/8/18 0:00:00,3921.94,3924.85,3689.89,3700.99,10.7,174.33,-4.91,4.1022,85.61,5.16,19.3,1.26,3985.77,81.34,0.2
1090,1090,801230,综合,2015/8/19 0:00:00,3603.63,3816.44,3541.56,3796.66,10.21,162.09,2.59,3.9144,87.82,5.3,19.78,1.42,4078.73,83.24,0.2
1089,1089,801230,综合,2015/8/20 0:00:00,3779.22,3851.26,3720.47,3725.12,9.52,155.24,-1.88,3.6496,86.12,5.16,19.3,1.58,4003.49,81.7,0.2
1088,1088,801230,综合,2015/8/21 0:00:00,3656.26,3685.89,3532.72,3559.34,10.82,157.02,-4.45,4.0843,82.29,4.93,17.67,1.81,3835.76,78.28,0.21
1087,1087,801230,综合,2015/8/24 0:00:00,3410.42,3422.98,3342.79,3346.49,4.44,58.91,-5.98,1.6736,77.59,4.63,16.54,0.93,3616.79,73.81,0.22
1086,1086,801230,综合,2015/8/25 0:00:00,3150.78,3186.3,3150.37,3156.37,4.68,55.72,-5.68,1.7661,73.18,4.37,15.57,0.86,3424.11,69.88,0.24
1085,1085,801230,综合,2015/8/26 0:00:00,3119.23,3190.97,3013.32,3022.33,10.42,116.7,-4.25,3.9306,70.07,4.17,15.09,1.31,3292.66,67.2,0.24
1084,1084,801230,综合,2015/8/27 0:00:00,3052.17,3087.96,2949.39,3080.35,8.71,94.67,1.92,3.2866,71.42,4.25,15.38,1.24,3352.68,68.42,0.24
1083,1083,801230,综合,2015/8/28 0:00:00,3107.42,3217.2,3089.5,3216.96,9.8,113.28,4.43,3.6986,74.58,4.51,16.1,1.26,3491.24,71.25,0.23
1082,1082,801230,综合,2015/8/31 0:00:00,3200.52,3206.7,3121.32,3122.4,8.68,103.28,-2.94,3.2742,72.39,4.37,15.65,1.3,3394.68,69.28,0.24
1081,1081,801230,综合,2015/9/1 0:00:00,3088.47,3088.47,2954.86,2959.53,7.22,79.07,-5.22,2.7263,69.76,4.14,14.73,1.09,3228.2,65.88,0.25
1080,1080,801230,综合,2015/9/7 0:00:00,2890.89,2972.83,2885.16,2905.32,7.07,73.91,1.14,2.6694,68.48,4.07,14.35,1.23,3176.29,64.82,0.25
1079,1079,801230,综合,2015/9/8 0:00:00,2891.45,3022.94,2876.5,3017.42,6.89,73.0,3.86,2.5999,71.12,4.21,14.98,1.39,3291.07,67.16,0.24
