,Unnamed: 0,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
1382,1382,801230,综合,2014/6/12 0:00:00,1737.94,1741.38,1731.0,1737.71,1.95,18.16,0.02,0.8144,42.3,2.95,9.31,1.11,1778.4,32.93,0.38
1381,1381,801230,综合,2014/6/13 0:00:00,1739.77,1756.87,1737.5,1756.5,2.57,23.02,1.08,1.0765,42.75,2.99,9.43,1.19,1797.4,33.29,0.38
1380,1380,801230,综合,2014/6/16 0:00:00,1759.41,1761.73,1754.02,1759.62,2.31,23.05,0.18,0.9689,43.03,2.98,9.46,1.19,1800.83,33.35,0.36
1379,1379,801230,综合,2014/6/17 0:00:00,1758.06,1758.28,1748.2,1748.68,2.58,25.19,-0.62,1.0818,42.77,2.96,9.41,1.43,1788.24,33.12,0.36
1378,1378,801230,综合,2014/6/18 0:00:00,1748.84,1749.73,1738.16,1739.69,2.45,20.31,-0.51,1.0268,42.55,2.95,9.33,1.22,1777.58,32.92,0.37
1377,1377,801230,综合,2014/6/19 0:00:00,1741.32,1746.26,1695.12,1700.42,2.55,23.36,-2.26,1.0694,41.59,2.89,9.16,1.34,1737.2,32.17,0.39
1376,1376,801230,综合,2014/6/20 0:00:00,1699.12,1719.89,1699.02,1719.89,1.7,16.39,1.14,0.7127,42.06,2.92,9.28,1.31,1757.87,32.55,0.43
1375,1375,801230,综合,2014/6/23 0:00:00,1719.6,1736.6,1718.36,1730.73,1.95,20.92,0.63,0.8152,42.33,2.94,9.39,1.47,1768.46,32.75,0.39
1374,1374,801230,综合,2014/6/24 0:00:00,1731.63,1747.19,1731.12,1746.19,2.23,23.38,0.89,0.9324,42.7,2.97,9.48,1.57,1786.53,33.08,0.39
1373,1373,801230,综合,2014/6/25 0:00:00,1743.98,1744.07,1728.35,1734.32,2.03,19.84,-0.68,0.8487,42.41,2.95,9.41,1.42,1774.18,32.86,0.39
1372,1372,801230,综合,2014/6/26 0:00:00,1733.75,1753.32,1733.66,1752.77,2.35,22.12,1.06,0.9834,42.87,2.98,9.52,1.26,1794.24,33.23,0.39
1371,1371,801230,综合,2014/6/27 0:00:00,1754.3,1782.53,1754.3,1776.16,3.34,32.31,1.33,1.3972,43.44,3.02,9.6,1.65,1820.11,33.71,0.39
1370,1370,801230,综合,2014/6/30 0:00:00,1780.12,1786.58,1777.86,1786.04,3.81,33.78,0.56,1.5943,43.68,3.04,9.62,1.66,1829.88,33.89,0.38
1369,1369,801230,综合,2014/7/1 0:00:00,1785.78,1801.89,1782.8,1800.58,3.8,35.37,0.81,1.5916,44.04,3.06,9.67,1.7,1845.99,34.19,0.38
1368,1368,801230,综合,2014/7/2 0:00:00,1797.27,1802.57,1786.44,1802.57,3.77,35.47,0.11,1.5859999999999999,46.53,3.11,9.14,1.62,1815.41,34.25,0.32
1367,1367,801230,综合,2014/7/3 0:00:00,1802.47,1823.18,1797.2,1815.89,4.71,43.73,0.74,1.9805,46.87,3.13,9.15,1.86,1826.69,34.47,0.32
1366,1366,801230,综合,2014/7/4 0:00:00,1814.5,1816.73,1799.08,1804.08,3.58,31.74,-0.65,1.5057,46.57,3.11,9.09,1.5,1815.96,34.26,0.33
1365,1365,801230,综合,2014/7/7 0:00:00,1802.25,1814.02,1798.93,1808.87,3.23,27.16,0.27,1.358,46.69,3.12,9.09,1.35,1820.51,34.35,0.33
1364,1364,801230,综合,2014/7/8 0:00:00,1804.55,1818.1,1788.62,1817.59,3.26,28.36,0.48,1.3698,46.92,3.14,9.13,1.37,1829.22,34.51,0.34
1363,1363,801230,综合,2014/7/9 0:00:00,1812.95,1824.11,1792.98,1795.71,4.14,35.47,-1.2,1.7223,46.35,3.1,8.95,1.46,1806.01,34.08,0.37
1362,1362,801230,综合,2014/7/10 0:00:00,1794.77,1811.01,1792.75,1802.07,3.61,32.51,0.35,1.5032,46.52,3.12,9.0,1.58,1812.15,34.19,0.41
1361,1361,801230,综合,2014/7/11 0:00:00,1795.21,1816.77,1795.21,1811.94,3.11,27.77,0.55,1.2928,46.77,3.13,9.05,1.35,1824.18,34.42,0.41
1360,1360,801230,综合,2014/7/14 0:00:00,1814.21,1829.36,1810.61,1829.18,3.85,35.38,0.95,1.5991,47.22,3.16,9.09,1.52,1842.52,34.76,0.4
1359,1359,801230,综合,2014/7/15 0:00:00,1826.56,1832.67,1820.83,1829.69,3.9,36.07,0.03,1.6198,47.23,3.16,9.09,1.47,1841.77,34.75,0.4
1358,1358,801230,综合,2014/7/16 0:00:00,1829.37,1834.99,1807.05,1815.54,4.07,37.48,-0.77,1.6911,46.86,3.14,9.04,1.66,1830.07,34.53,0.41
1357,1357,801230,综合,2014/7/17 0:00:00,1812.79,1814.6,1800.82,1811.67,3.12,26.81,-0.21,1.297,46.76,3.13,9.03,1.52,1824.59,34.43,0.41
1356,1356,801230,综合,2014/7/18 0:00:00,1806.46,1825.81,1804.28,1814.77,3.15,28.27,0.17,1.3118,46.84,3.14,9.08,1.59,1828.23,34.49,0.41
1355,1355,801230,综合,2014/7/21 0:00:00,1816.82,1820.84,1810.73,1815.56,3.26,28.97,0.04,1.3559,46.86,3.14,9.07,1.71,1828.88,34.51,0.41
1354,1354,801230,综合,2014/7/22 0:00:00,1813.71,1849.68,1813.63,1844.01,4.53,41.83,1.57,1.8845,47.6,3.19,9.17,2.0,1860.67,35.11,0.4
1353,1353,801230,综合,2014/7/23 0:00:00,1843.68,1843.68,1826.54,1831.89,4.68,40.13,-0.66,1.945,47.29,3.17,9.14,1.77,1845.9,34.83,0.4
1352,1352,801230,综合,2014/7/24 0:00:00,1827.98,1838.48,1814.15,1829.46,4.08,33.31,-0.13,1.6975,47.22,3.16,9.09,1.31,1843.83,34.79,0.4
1351,1351,801230,综合,2014/7/25 0:00:00,1827.66,1835.12,1825.05,1835.12,3.39,28.34,0.31,,47.37,3.17,9.1,1.3,,,0.4
1350,1350,801230,综合,2014/7/28 0:00:00,1837.05,1858.83,1836.66,1858.66,4.56,38.3,1.28,1.8964,47.98,3.21,9.2,1.16,1878.26,35.44,0.37
1349,1349,801230,综合,2014/7/29 0:00:00,1863.52,1883.13,1861.07,1877.03,5.07,44.7,0.99,2.1069,48.45,3.22,9.31,1.41,1894.3,35.74,0.36
1348,1348,801230,综合,2014/7/30 0:00:00,1875.14,1890.05,1875.14,1885.64,5.35,43.19,0.46,2.2228,48.67,3.23,9.35,1.43,1905.49,35.95,0.37
1347,1347,801230,综合,2014/7/31 0:00:00,1887.6,1899.07,1881.06,1898.84,4.6,37.95,0.7,1.9118,49.01,3.25,9.4,1.38,1917.08,36.17,0.37
1346,1346,801230,综合,2014/8/1 0:00:00,1898.74,1910.2,1880.3,1882.37,4.84,42.0,-0.87,2.0140000000000002,48.68,3.23,9.34,1.34,1897.46,35.8,0.37
1345,1345,801230,综合,2014/8/4 0:00:00,1891.66,1911.36,1889.74,1911.36,4.37,38.03,1.54,1.8156,49.43,3.28,9.48,1.37,1927.56,36.37,0.27
1344,1344,801230,综合,2014/8/5 0:00:00,1914.84,1914.89,1900.32,1910.75,3.96,35.11,-0.03,1.6483,49.64,3.28,9.48,1.18,1924.9,36.32,0.27
1343,1343,801230,综合,2014/8/6 0:00:00,1915.64,1927.24,1907.36,1926.91,4.64,40.76,0.85,1.9299,50.06,3.31,9.53,1.4,1940.11,36.61,0.26
1342,1342,801230,综合,2014/8/7 0:00:00,1929.38,1936.2,1913.13,1914.12,5.28,46.18,-0.66,2.1958,49.73,3.29,9.49,1.61,1924.43,36.31,0.27
1341,1341,801230,综合,2014/8/8 0:00:00,1911.51,1920.16,1906.69,1918.15,3.79,32.79,0.21,1.5768,49.83,3.29,9.55,1.37,1932.81,36.47,0.27
1340,1340,801230,综合,2014/8/11 0:00:00,1917.0,1939.76,1917.0,1939.76,4.04,36.18,1.13,1.68,50.39,3.33,9.63,1.32,1954.34,36.87,0.26
1339,1339,801230,综合,2014/8/12 0:00:00,1937.52,1953.35,1932.36,1952.98,4.71,42.56,0.68,1.9603,50.74,3.36,9.69,1.48,1967.28,37.12,0.33
1338,1338,801230,综合,2014/8/13 0:00:00,1947.95,1953.06,1923.22,1949.22,4.65,42.44,-0.19,1.9356,50.64,3.35,9.66,1.37,1963.82,37.05,0.35
1337,1337,801230,综合,2014/8/14 0:00:00,1941.72,1953.91,1930.36,1931.62,5.31,46.84,-0.9,2.2068,50.18,3.32,9.57,1.54,1948.24,36.76,0.35
1336,1336,801230,综合,2014/8/15 0:00:00,1943.13,1963.29,1941.11,1962.05,4.76,42.8,1.58,,50.97,3.38,9.67,1.51,,,0.34
1335,1335,801230,综合,2014/8/18 0:00:00,1979.55,1999.32,1979.13,1999.32,5.0,45.43,1.9,2.0792,51.94,3.44,9.8,1.41,2018.89,38.09,0.34
1334,1334,801230,综合,2014/8/19 0:00:00,2019.7,2034.87,2017.36,2034.87,5.89,51.76,1.78,2.4491,52.87,3.49,9.9,1.45,2051.01,38.7,0.33
1333,1333,801230,综合,2014/8/20 0:00:00,2053.41,2068.88,2050.82,2058.37,6.09,56.77,1.15,2.5225,53.54,3.53,9.94,1.79,2080.02,39.25,0.33
1332,1332,801230,综合,2014/8/21 0:00:00,2070.13,2070.38,2041.51,2059.51,7.05,67.77,0.06,2.9205,53.68,3.54,9.99,2.17,2077.42,39.2,0.33
1331,1331,801230,综合,2014/8/22 0:00:00,2064.49,2080.77,2058.2,2076.4,6.38,64.74,0.82,2.6455,54.12,3.55,10.07,2.09,2091.64,39.46,0.32
1330,1330,801230,综合,2014/8/25 0:00:00,2072.68,2078.08,2064.08,2064.08,5.23,51.64,-0.59,2.165,53.8,3.55,10.05,1.74,2077.38,39.2,0.33
1329,1329,801230,综合,2014/8/26 0:00:00,2061.32,2068.14,2029.98,2038.77,5.67,56.33,-1.23,2.3485,53.13,3.51,9.9,1.92,2053.05,38.74,0.33
1328,1328,801230,综合,2014/8/27 0:00:00,2037.67,2051.29,2037.43,2041.71,4.32,44.36,0.14,1.7489,53.21,3.5,9.99,1.91,2103.06,39.68,0.33
1327,1327,801230,综合,2014/8/28 0:00:00,2044.15,2053.11,2028.3,2035.92,5.32,47.34,-0.28,2.1507,53.06,3.48,9.95,2.0,2095.32,39.53,0.33
1326,1326,801230,综合,2014/8/29 0:00:00,2031.25,2052.58,2027.11,2052.58,4.31,42.74,0.82,,53.49,3.51,10.05,2.13,,,0.33
1325,1325,801230,综合,2014/9/1 0:00:00,2054.82,2079.67,2051.68,2079.67,4.4,43.31,1.32,1.7788,45.65,3.54,10.18,1.67,2140.11,40.38,0.32
1324,1324,801230,综合,2014/9/2 0:00:00,2084.19,2106.91,2079.83,2106.91,5.88,57.35,1.31,2.3776,46.25,3.58,10.32,1.58,2169.22,40.93,0.32
1323,1323,801230,综合,2014/9/3 0:00:00,2107.57,2120.12,2104.16,2117.41,6.29,63.52,0.5,2.5442,46.48,3.6,10.39,1.6,2178.86,41.11,0.32
1322,1322,801230,综合,2014/9/4 0:00:00,2120.29,2129.28,2108.82,2128.55,6.6,62.62,0.53,2.668,46.8,3.63,10.47,1.6,2188.59,41.29,0.32
1321,1321,801230,综合,2014/9/5 0:00:00,2130.36,2144.99,2124.53,2140.16,6.36,64.61,0.55,2.5728,47.05,3.65,10.49,1.66,2197.31,41.46,0.32
1320,1320,801230,综合,2014/9/9 0:00:00,2141.83,2184.2,2141.35,2184.2,7.03,75.08,2.06,2.8451,48.02,3.72,10.6,2.03,2236.08,42.19,0.31
1319,1319,801230,综合,2014/9/10 0:00:00,2180.74,2192.55,2168.39,2192.13,6.71,69.32,0.36,2.7152,48.2,3.74,10.68,1.93,2248.7,42.43,0.31
1318,1318,801230,综合,2014/9/11 0:00:00,2196.36,2215.5,2164.04,2177.17,7.65,76.89,-0.68,3.0961,47.87,3.71,10.66,1.79,2231.74,42.11,0.31
1317,1317,801230,综合,2014/9/12 0:00:00,2174.11,2201.34,2173.69,2201.34,4.82,48.08,1.11,1.9517,48.4,3.75,10.79,1.4,2256.23,42.57,0.31
1316,1316,801230,综合,2014/9/15 0:00:00,2205.47,2224.56,2195.55,2223.2,6.08,60.23,0.99,2.4594,48.88,3.79,10.88,1.5,2277.44,42.97,0.3
1315,1315,801230,综合,2014/9/16 0:00:00,2228.78,2229.98,2139.2,2141.23,8.15,78.28,-3.69,3.2973,47.08,3.64,10.52,1.58,2191.84,41.36,0.31
1314,1314,801230,综合,2014/9/17 0:00:00,2150.09,2164.93,2128.79,2162.49,4.81,45.84,0.99,1.9449,47.54,3.68,10.61,1.37,2210.59,41.71,0.31
1313,1313,801230,综合,2014/9/18 0:00:00,2168.43,2185.61,2162.43,2185.58,6.02,55.48,1.07,2.4372,48.05,3.72,10.73,1.84,2232.0,42.11,0.31
1312,1312,801230,综合,2014/9/19 0:00:00,2190.07,2222.69,2190.07,2220.36,5.38,51.79,1.59,2.1777,48.82,3.78,10.9,1.71,2266.81,42.77,0.3
1311,1311,801230,综合,2014/9/22 0:00:00,2222.31,2222.31,2184.77,2188.98,5.98,56.89,-1.41,2.4202,48.13,3.73,10.77,1.8,2231.87,42.11,0.31
1310,1310,801230,综合,2014/9/23 0:00:00,2194.51,2236.34,2194.51,2236.34,7.1,66.19,2.16,2.8731,49.17,3.81,10.97,2.23,2276.12,42.95,0.3
1309,1309,801230,综合,2014/9/24 0:00:00,2236.46,2259.27,2228.12,2259.27,9.58,86.38,1.03,3.8759,49.67,3.85,11.05,2.25,2300.76,43.41,0.3
1308,1308,801230,综合,2014/9/25 0:00:00,2265.16,2278.12,2249.27,2255.78,8.5,79.3,-0.15,3.4382,49.6,3.84,11.04,1.96,2296.04,43.32,0.3
1307,1307,801230,综合,2014/9/26 0:00:00,2246.31,2272.15,2242.32,2266.54,7.22,67.84,0.48,2.9201,49.83,3.86,11.1,2.11,2308.28,43.55,0.3
1306,1306,801230,综合,2014/9/29 0:00:00,2271.89,2309.62,2271.89,2305.56,7.89,75.95,1.72,3.1896,50.69,3.93,11.25,2.05,2346.59,44.28,0.29
1305,1305,801230,综合,2014/9/30 0:00:00,2302.73,2315.09,2297.87,2311.63,6.82,64.5,0.26,2.7607,50.82,3.94,11.34,1.86,2355.3,44.44,0.29
1304,1304,801230,综合,2014/10/8 0:00:00,2320.86,2358.3,2317.87,2358.3,7.29,71.96,2.02,2.9496,51.7,3.99,11.54,1.86,2402.32,45.33,0.28
1303,1303,801230,综合,2014/10/9 0:00:00,2360.88,2365.1,2325.21,2359.24,7.58,77.17,0.04,3.0662,51.72,3.99,11.57,1.73,2405.21,45.38,0.28
1302,1302,801230,综合,2014/10/10 0:00:00,2350.65,2361.45,2334.03,2349.61,7.02,69.8,-0.41,2.8408,51.51,3.98,11.57,1.68,2393.41,45.16,0.29
1301,1301,801230,综合,2014/10/13 0:00:00,2342.68,2343.86,2306.58,2343.86,6.37,62.03,-0.24,2.5776,51.38,3.97,11.52,1.64,2397.95,45.24,0.29
1300,1300,801230,综合,2014/10/14 0:00:00,2341.68,2368.47,2329.89,2343.84,7.49,72.22,0.0,3.0296,51.38,3.97,11.53,1.96,2397.94,45.24,0.29
1299,1299,801230,综合,2014/10/15 0:00:00,2343.05,2358.15,2328.66,2358.15,6.46,63.76,0.61,2.6138,51.7,3.99,11.6,1.75,2413.24,45.53,0.28
1298,1298,801230,综合,2014/10/16 0:00:00,2344.28,2365.11,2318.26,2318.35,7.45,71.62,-1.69,3.0136,50.82,3.92,11.42,1.74,2368.53,44.69,0.29
1297,1297,801230,综合,2014/10/17 0:00:00,2319.88,2330.11,2248.47,2294.38,6.59,64.91,-1.03,2.6627,50.3,3.88,11.29,1.73,2345.71,44.26,0.29
1296,1296,801230,综合,2014/10/20 0:00:00,2300.3,2328.87,2296.05,2328.87,5.17,52.46,1.5,2.0887,51.05,3.94,11.46,1.74,2380.63,44.92,0.29
1295,1295,801230,综合,2014/10/21 0:00:00,2326.62,2337.71,2300.4,2302.4,5.74,54.09,-1.14,2.3167,50.47,3.9,11.34,1.76,2352.5,44.39,0.29
1294,1294,801230,综合,2014/10/22 0:00:00,2301.07,2311.64,2269.81,2278.83,5.23,49.34,-1.02,2.1118,49.97,3.86,11.21,1.71,2327.46,43.91,0.29
1293,1293,801230,综合,2014/10/23 0:00:00,2277.34,2286.62,2237.37,2240.61,4.95,47.03,-1.68,1.9993,49.13,3.79,11.04,1.61,2289.5,43.2,0.3
1292,1292,801230,综合,2014/10/24 0:00:00,2240.16,2255.16,2235.05,2240.77,4.18,40.16,0.01,1.6876,49.14,3.79,11.11,1.71,2289.92,43.21,0.3
1291,1291,801230,综合,2014/10/27 0:00:00,2237.56,2266.1,2227.01,2263.95,4.7,42.99,1.03,1.8964,49.64,3.83,11.21,1.8,2312.0,43.62,0.3
1290,1290,801230,综合,2014/10/28 0:00:00,2268.76,2322.39,2268.13,2322.39,6.1,59.18,2.58,2.4625,50.92,3.9,11.47,1.8,2373.22,44.78,0.29
1289,1289,801230,综合,2014/10/29 0:00:00,2329.44,2366.64,2324.71,2359.13,8.49,81.08,1.58,3.4281,51.77,3.96,11.66,1.8,2414.25,45.55,0.28
1288,1288,801230,综合,2014/10/30 0:00:00,2352.53,2366.31,2341.48,2348.0,6.97,67.54,-0.47,2.8162,51.52,3.9,11.62,1.56,2404.35,45.37,0.29
1287,1287,801230,综合,2014/10/31 0:00:00,2349.39,2354.82,2324.5,2343.15,6.63,62.63,-0.21,2.6773,51.42,3.85,11.58,1.38,2398.26,45.25,0.29
1286,1286,801230,综合,2014/11/3 0:00:00,2338.93,2359.76,2336.61,2356.49,7.57,73.23,0.57,3.0581,52.04,3.87,11.62,1.74,2409.63,45.46,0.28
1285,1285,801230,综合,2014/11/4 0:00:00,2354.75,2357.29,2327.38,2332.35,7.31,71.74,-1.02,2.9526,51.51,3.83,11.52,1.69,2383.71,44.98,0.29
1284,1284,801230,综合,2014/11/5 0:00:00,2329.8,2347.93,2322.88,2344.57,6.08,57.98,0.52,2.4537,51.78,3.85,11.56,1.53,2399.23,45.27,0.29
1283,1283,801230,综合,2014/11/6 0:00:00,2341.85,2359.02,2330.45,2357.89,5.4,53.42,0.57,2.1796,52.07,3.87,11.63,1.51,2412.42,45.52,0.28
1282,1282,801230,综合,2014/11/7 0:00:00,2359.45,2379.75,2333.25,2342.5,6.84,66.16,-0.65,2.7613,51.73,3.84,11.59,1.42,2397.67,45.24,0.29
1281,1281,801230,综合,2014/11/10 0:00:00,2345.18,2360.68,2342.39,2360.68,5.29,51.33,0.78,2.1364,51.95,3.87,11.66,1.18,2415.34,45.57,0.28
1280,1280,801230,综合,2014/11/11 0:00:00,2363.97,2367.32,2266.61,2280.59,7.96,75.84,-3.39,3.1892,50.16,3.74,11.27,1.32,2353.95,44.41,0.29
1279,1279,801230,综合,2014/11/12 0:00:00,2277.01,2321.78,2274.22,2321.54,5.03,47.86,1.8,2.0137,51.07,3.81,11.46,1.28,2397.76,45.24,0.29
1278,1278,801230,综合,2014/11/13 0:00:00,2324.72,2327.97,2292.9,2303.11,7.02,64.89,-0.79,2.8134,50.66,3.78,11.36,1.44,2377.26,44.85,0.29
1277,1277,801230,综合,2014/11/14 0:00:00,2295.38,2306.43,2283.3,2305.43,5.42,49.25,0.1,2.1707,50.56,3.74,11.38,1.45,2376.72,44.84,0.29
1276,1276,801230,综合,2014/11/17 0:00:00,2308.11,2335.18,2292.61,2322.11,5.2,48.37,0.72,2.0812,50.92,3.77,11.47,1.38,2393.29,45.16,0.29
1275,1275,801230,综合,2014/11/18 0:00:00,2318.03,2341.87,2317.12,2339.49,4.55,42.62,0.75,1.8206,51.3,3.8,11.53,1.35,2410.02,45.47,0.28
1274,1274,801230,综合,2014/11/19 0:00:00,2338.72,2357.51,2334.09,2351.92,5.39,50.74,0.53,2.1578,51.58,3.81,11.63,1.57,2421.33,45.69,0.28
1273,1273,801230,综合,2014/11/20 0:00:00,2341.84,2350.87,2336.47,2343.63,4.37,41.36,-0.35,1.7483,51.4,3.8,11.62,1.42,2409.76,45.47,0.28
1272,1272,801230,综合,2014/11/21 0:00:00,2345.41,2364.03,2344.58,2362.15,4.77,45.23,0.79,1.9091,51.8,3.83,11.68,1.24,2428.42,45.82,0.28
1271,1271,801230,综合,2014/11/24 0:00:00,2380.84,2402.39,2371.98,2394.08,7.68,73.1,1.35,3.0769,52.39,3.85,11.78,1.27,2461.72,46.45,0.27
1270,1270,801230,综合,2014/11/25 0:00:00,2395.75,2419.37,2392.05,2419.37,7.98,79.46,1.06,3.196,52.95,3.89,11.9,1.52,2491.77,47.01,0.27
1269,1269,801230,综合,2014/11/26 0:00:00,2427.34,2444.52,2419.37,2444.39,8.37,85.09,1.03,3.3502,53.49,3.93,12.03,1.5,2517.33,47.5,0.27
1268,1268,801230,综合,2014/11/27 0:00:00,2453.8,2478.78,2447.46,2477.7,10.27,103.41,1.36,4.1136,54.22,3.98,12.14,1.7,2552.34,48.16,0.27
1267,1267,801230,综合,2014/11/28 0:00:00,2486.56,2499.81,2468.48,2490.71,10.0,101.42,0.53,4.0056,54.51,4.0,12.18,1.45,2561.34,48.33,0.26
1266,1266,801230,综合,2014/12/1 0:00:00,2506.22,2507.02,2472.08,2480.4,8.94,93.44,-0.41,3.5701,54.28,3.98,12.16,1.38,2557.44,48.25,0.27
1265,1265,801230,综合,2014/12/2 0:00:00,2477.33,2521.34,2475.97,2514.3,8.72,91.23,1.37,3.4817,55.02,4.04,12.29,1.38,2590.5,48.88,0.26
1264,1264,801230,综合,2014/12/3 0:00:00,2515.53,2547.65,2490.45,2547.65,12.4,128.81,1.33,4.9503,55.75,4.09,12.32,1.44,2628.41,49.59,0.26
1263,1263,801230,综合,2014/12/4 0:00:00,2542.31,2588.73,2540.54,2588.73,12.15,128.3,1.61,4.8509,56.65,4.16,12.47,1.48,2669.15,50.36,0.25
1262,1262,801230,综合,2014/12/5 0:00:00,2594.42,2594.42,2456.07,2509.78,12.53,130.09,-3.05,5.0056,54.93,4.03,12.19,1.24,2589.33,48.86,
1261,1261,801230,综合,2014/12/8 0:00:00,2504.3,2537.49,2485.52,2524.65,10.62,113.63,0.59,4.2407,55.25,4.05,12.16,1.18,2602.45,49.1,0.26
1260,1260,801230,综合,2014/12/9 0:00:00,2513.77,2534.29,2409.28,2418.39,12.57,131.98,-4.21,5.02,52.98,3.84,11.63,1.06,2495.98,47.09,0.27
1259,1259,801230,综合,2014/12/10 0:00:00,2413.04,2500.01,2400.89,2496.71,8.92,92.48,3.24,3.5635,54.69,3.97,11.93,1.1,2578.48,48.65,0.26
1258,1258,801230,综合,2014/12/11 0:00:00,2484.01,2517.33,2471.29,2517.33,8.14,85.74,0.83,3.2509,55.14,4.0,12.05,1.11,2600.54,49.07,0.26
1257,1257,801230,综合,2014/12/12 0:00:00,2519.27,2560.99,2515.47,2559.77,8.29,91.32,1.69,3.3097,56.08,4.07,12.21,1.34,2645.4,49.91,0.26
1256,1256,801230,综合,2014/12/15 0:00:00,2575.04,2623.11,2564.68,2621.23,10.51,114.98,2.4,4.1969,57.42,4.17,12.46,1.66,2710.62,51.14,0.25
1255,1255,801230,综合,2014/12/16 0:00:00,2621.16,2624.61,2595.29,2614.03,8.15,87.85,-0.27,3.2558,57.29,4.16,12.39,1.13,2704.6,51.03,0.25
1254,1254,801230,综合,2014/12/17 0:00:00,2610.89,2612.26,2542.3,2570.03,8.72,93.4,-1.68,3.4826,56.33,4.09,12.25,1.05,2657.32,50.14,0.26
1253,1253,801230,综合,2014/12/18 0:00:00,2563.3,2580.81,2552.07,2553.19,6.44,69.92,-0.66,2.5702,55.99,4.06,12.2,0.97,2643.37,49.87,0.26
1252,1252,801230,综合,2014/12/19 0:00:00,2546.0,2550.24,2461.55,2499.75,7.15,76.74,-2.09,2.8538,54.82,3.97,11.97,0.98,2588.67,48.84,0.26
1251,1251,801230,综合,2014/12/22 0:00:00,2487.3,2487.55,2355.46,2375.43,8.99,89.75,-4.97,3.5884,52.09,3.78,11.41,0.98,2464.68,46.5,0.28
1250,1250,801230,综合,2014/12/23 0:00:00,2365.19,2400.09,2355.07,2357.15,5.83,58.49,-0.77,2.3273,51.69,3.75,11.39,0.94,2448.67,46.2,0.28
1249,1249,801230,综合,2014/12/24 0:00:00,2368.08,2404.66,2367.08,2404.63,5.42,56.65,2.01,2.1656,52.73,3.82,11.62,0.99,2501.55,47.2,0.27
1248,1248,801230,综合,2014/12/25 0:00:00,2410.93,2425.68,2406.85,2425.68,5.42,57.23,0.88,2.151,52.82,3.84,11.69,1.01,2539.62,47.92,0.27
1247,1247,801230,综合,2014/12/26 0:00:00,2424.61,2439.99,2412.16,2439.14,6.14,62.93,0.55,2.4396,53.11,3.87,11.76,0.89,2550.68,48.13,0.27
1246,1246,801230,综合,2014/12/29 0:00:00,2442.58,2442.79,2396.86,2412.78,7.16,74.36,-1.08,2.8413,52.54,3.83,11.55,0.91,2525.58,47.65,0.27
1245,1245,801230,综合,2014/12/30 0:00:00,2408.81,2412.43,2342.61,2346.47,5.82,57.97,-2.75,2.3104,51.09,3.72,11.2,0.89,2450.03,46.23,0.28
1244,1244,801230,综合,2014/12/31 0:00:00,2344.57,2365.51,2334.24,2365.51,4.22,42.15,0.81,1.6753,51.55,3.75,11.3,0.66,2474.27,46.68,0.27
1243,1243,801230,综合,2015/1/5 0:00:00,2372.76,2405.18,2368.11,2398.66,5.79,57.89,1.4,2.2986,52.25,3.79,11.39,0.7,2510.88,47.38,0.27
1242,1242,801230,综合,2015/1/6 0:00:00,2386.57,2421.41,2373.74,2421.41,5.59,56.23,0.95,2.2202,52.75,3.83,11.52,0.69,2531.42,47.76,0.27
1241,1241,801230,综合,2015/1/7 0:00:00,2433.82,2441.1,2411.05,2424.93,5.25,55.97,0.15,2.0839,52.83,3.84,11.53,0.84,2534.3,47.82,0.27
1240,1240,801230,综合,2015/1/8 0:00:00,2423.68,2445.96,2411.01,2430.44,5.51,58.13,0.23,2.1894,52.95,3.84,11.57,0.94,2540.67,47.94,0.27
1239,1239,801230,综合,2015/1/9 0:00:00,2423.47,2439.42,2401.2,2401.2,5.39,56.71,-1.2,2.1405,52.31,3.8,11.43,0.83,2509.18,47.34,0.27
1238,1238,801230,综合,2015/1/12 0:00:00,2388.97,2389.07,2333.21,2345.78,4.58,48.32,-2.31,1.8179,51.1,3.71,11.28,0.87,2450.11,46.23,0.28
1237,1237,801230,综合,2015/1/13 0:00:00,2342.95,2378.26,2342.88,2376.86,3.85,41.79,1.33,1.5295,51.78,3.76,11.44,0.91,2483.77,46.86,0.27
1236,1236,801230,综合,2015/1/14 0:00:00,2374.52,2380.72,2358.41,2372.42,3.48,36.47,-0.19,1.3759,51.39,3.74,11.37,0.82,2493.24,47.04,0.27
1235,1235,801230,综合,2015/1/15 0:00:00,2372.63,2384.55,2365.58,2384.55,3.97,41.09,0.51,1.5693,51.65,3.76,11.43,0.8,2508.06,47.32,0.27
1234,1234,801230,综合,2015/1/16 0:00:00,2387.02,2408.99,2382.02,2408.99,4.69,48.73,1.03,1.8518,52.18,3.8,11.52,0.8,2537.59,47.88,0.27
1233,1233,801230,综合,2015/1/19 0:00:00,2344.2,2391.18,2281.6,2311.79,5.96,60.39,-4.03,2.3537,50.08,3.65,11.13,0.88,2432.62,45.9,0.28
1232,1232,801230,综合,2015/1/20 0:00:00,2323.34,2392.89,2323.32,2392.89,5.09,54.34,3.51,2.0117,51.83,3.78,11.47,0.79,2517.27,47.5,0.27
1231,1231,801230,综合,2015/1/21 0:00:00,2398.56,2448.94,2396.45,2447.54,6.46,67.65,2.28,2.5511,53.02,3.84,11.74,0.86,2574.42,48.57,0.26
